X,Z,Success?,ReachStair_Floor1,ReachStair_Floor2,Water_height
-16.3426246643066,12.3114566802979,-1,0,0,-10
-9.61600875854492,2.15746164321899,-1,0,0,-10
-18.663761138916,-5.27227449417114,0,0,0,-6.889929
11.2916202545166,-9.81536674499512,-1,0,0,-10
-15.2968263626099,6.12636518478394,0,3,3,-6.439919
-17.6640930175781,-4.3718113899231,0,0,0,-6.369917
11.9018173217773,9.70712661743164,-1,0,0,-10
-4.83078384399414,9.75285243988037,1,2,2,-3.809863
3.50770711898804,8.92037963867188,1,2,2,-3.269864
0.866132736206055,8.74161434173584,1,2,2,-3.209864
6.30535125732422,-5.44261789321899,1,2,2,-3.049864
-1.76902770996094,8.36372184753418,1,2,2,-3.029864
3.9671745300293,9.45364379882813,1,2,2,-2.979864
8.72510528564453,-2.55136346817017,1,2,2,-2.729864
-10.9866542816162,7.01926422119141,0,0,0,-9.389986
-14.2885255813599,-4.3271427154541,1,3,4,-1.909865
-11.3330955505371,3.99886465072632,1,3,4,-1.539865
-15.3638114929199,0.500540733337402,1,3,4,-1.419865
-17.955623626709,-11.5199203491211,-1,0,0,-10
14.1005887985229,4.28070831298828,1,2,2,-1.359865
13.4036598205566,-7.02717971801758,-1,0,0,-10
-13.8104705810547,10.5323801040649,-1,0,0,-10
14.0877752304077,6.5660285949707,-1,0,0,-10
5.34193754196167,2.77030372619629,1,2,2,-0.02986643
-16.6204299926758,-12.0468807220459,-1,0,0,-10
19.0654983520508,7.36294174194336,-1,0,0,-10
-16.7820129394531,13.932258605957,-1,0,0,-10
4.69804573059082,-1.14954948425293,-1,0,0,-10
15.724196434021,1.49811935424805,0,2,0,-8.559967
-1.80409622192383,-10.1166954040527,1,3,4,-3.309864
-11.5838890075684,-9.12801742553711,-1,0,0,-10
-14.4266242980957,-9.96715545654297,-1,0,0,-10
-18.137336730957,11.8359069824219,-1,0,0,-10
1.02059555053711,-10.7135581970215,1,3,4,-2.109865
5.44065380096436,4.54332160949707,0,2,2,-5.399895
6.36950492858887,-0.207215309143066,1,2,2,-0.8398659
10.2753734588623,4.71702527999878,1,2,2,-2.969864
8.75700855255127,-7.04494524002075,1,3,4,-3.129864
8.89260578155518,-13.3522987365723,1,3,4,-2.419864
16.1606369018555,-4.12847900390625,1,2,2,-3.279864
6.10049057006836,-10.0408706665039,1,3,4,-3.299864
-15.2830619812012,11.7121849060059,-1,0,0,-10
5.60766983032227,9.99242401123047,1,2,2,-1.439865
-2.5382022857666,1.3909158706665,1,2,2,-2.849864
-15.8608255386353,5.47101545333862,0,0,0,-6.649923
15.4493017196655,-11.7839946746826,-1,0,0,-10
11.4870710372925,-3.82521820068359,0,3,0,-8.889975
10.4194412231445,-6.66056060791016,-1,0,0,-10
15.9093313217163,4.72234630584717,0,0,0,-8.509966
6.14029216766357,-7.95227241516113,-1,0,0,-10
2.84956741333008,-6.15530729293823,0,3,4,-7.869951
7.53385496139526,14.4640159606934,0,0,0,-9.99
16.0011940002441,0.203692436218262,0,0,0,-8.799973
6.87322330474854,9.9636402130127,-1,0,0,-10
12.3190107345581,-3.86323547363281,1,3,4,-2.529864
19.0833053588867,-13.9109916687012,-1,0,0,-10
18.8072853088379,-11.7442932128906,-1,0,0,-10
-0.677087783813477,4.12823820114136,1,2,2,-3.329864
11.4515047073364,-13.9415721893311,0,4,0,-9.98
0.208637237548828,1.71728324890137,0,0,0,-9.179981
12.3324890136719,-14.3126068115234,-1,0,0,-10
19.2374801635742,-6.12145853042603,-1,0,0,-10
-2.40477752685547,-4.4099292755127,1,3,4,1.360133
0.286567687988281,-3.04290390014648,1,2,2,-2.439864
17.0098533630371,-6.75741767883301,-1,0,0,-10
0.526115417480469,9.0750560760498,-1,0,0,-10
10.1968727111816,4.41279315948486,1,2,2,5.450163
17.4324913024902,9.71487998962402,-1,0,0,-10
-4.29275512695313,-0.0504436492919922,-1,0,0,-10
16.6667671203613,1.54352426528931,1,2,2,-1.129866
-2.48298072814941,0.425179481506348,0,0,0,1.500132
13.7886724472046,7.03915596008301,-1,0,0,-10
-14.8071489334106,-9.72392082214355,-1,0,0,-10
13.9478340148926,-0.432782173156738,1,2,2,0.08013356
2.55694770812988,12.4843769073486,1,2,2,-2.749864
-2.88816452026367,-2.07504844665527,1,3,4,-2.569864
-10.3123760223389,-6.89696884155273,1,3,4,-3.159864
-2.20139503479004,0.421581268310547,1,2,2,-2.069865
-8.11139106750488,4.89803075790405,1,2,2,-1.499865
-12.4404182434082,4.99872875213623,1,2,2,-2.369864
-17.639533996582,1.0791015625,0,0,0,-6.429918
-13.4463539123535,-1.39676856994629,-1,0,0,-10
-13.4907531738281,-6.56911849975586,-1,0,0,-10
13.0338478088379,10.8486251831055,-1,0,0,-10
-16.2649955749512,-2.15956354141235,-1,0,0,-10
-12.290771484375,-6.75357055664063,-1,0,0,-10
-17.5956573486328,-6.79674530029297,-1,0,0,-10
4.01961183547974,10.1442794799805,1,2,2,-2.559864
15.7779693603516,-9.66730117797852,-1,0,0,-10
8.01080322265625,-13.4529495239258,1,3,4,-2.839864
-12.7616577148438,5.63589429855347,1,2,2,-2.119865
-15.6772451400757,-7.51333236694336,-1,0,0,-10
-13.5179557800293,-12.6798076629639,-1,0,0,-10
11.3033170700073,5.70839214324951,1,2,2,-2.669864
-8.97726058959961,-0.703352928161621,1,3,4,-1.869865
-16.5302505493164,9.77532958984375,-1,0,0,-10
-5.51337862014771,-5.76990556716919,-1,0,0,-10
-16.9319343566895,4.51284027099609,1,3,4,-2.149865
-5.56309270858765,-0.381547927856445,0,0,0,-7.189936
-15.734504699707,-10.3806533813477,-1,0,0,-10
-13.5045852661133,-5.7129955291748,1,3,4,-2.499864
-8.90859222412109,11.8440399169922,1,2,2,-3.919863
-17.3969383239746,-8.56144905090332,-1,0,0,-10
-11.8802318572998,-7.1578540802002,-1,0,0,-10
-12.5248374938965,-1.35500335693359,1,3,4,-2.639864
-11.9379329681396,4.69001197814941,0,2,0,-7.679947
-18.3135566711426,8.98400688171387,-1,0,0,-10
-0.202877044677734,1.52806091308594,0,0,0,-1.989865
-9.09561920166016,7.06259155273438,-1,0,0,-10
-18.7221908569336,-8.92641258239746,-1,0,0,-10
-10.5004577636719,3.18074798583984,1,2,2,0.3101335
19.0819549560547,-2.96248579025269,1,2,2,-2.939864
16.1113700866699,1.06030178070068,1,2,2,-2.879864
-12.3082714080811,-3.60201597213745,1,3,4,-2.079865
15.2086181640625,5.29065704345703,0,3,0,-3.049864
12.6815481185913,10.3797130584717,-1,0,0,-10
-13.5986366271973,13.3140830993652,-1,0,0,-10
-8.5985164642334,7.97249603271484,1,2,2,-4.059864
13.4295463562012,8.23686218261719,-1,0,0,-10
-12.4988269805908,-13.5874366760254,-1,0,0,-10
0.26020622253418,-5.64157629013062,1,3,4,-0.9498658
-6.36042785644531,0.323939323425293,1,2,2,-2.399864
4.32939100265503,1.94593048095703,1,2,2,-2.619864
-10.9682102203369,13.0474014282227,1,2,2,-4.419872
10.1487998962402,-14.0398464202881,0,3,0,-8.929976
8.7508487701416,-1.5666766166687,1,3,4,-1.759865
-19.1526374816895,4.8987979888916,0,0,0,-9.839996
-7.67724800109863,12.4978351593018,1,2,2,-3.759863
8.58393859863281,-5.26469659805298,1,2,2,-3.069864
7.62192869186401,-5.58487319946289,0,3,0,-7.749949
-5.27353286743164,-2.40455961227417,1,2,2,-2.449864
11.0119638442993,-5.04418039321899,1,3,4,-2.709864
-5.30007982254028,-10.8942184448242,1,3,4,-3.639863
-7.77017974853516,8.99303340911865,1,2,2,-3.929863
-16.6747093200684,-11.5694046020508,-1,0,0,-10
0.28666877746582,1.76301765441895,1,2,2,-3.469863
1.64857292175293,12.4215087890625,1,2,2,-2.949864
-12.2453346252441,7.13782453536987,-1,0,0,-10
16.4761238098145,9.85168266296387,-1,0,0,-10
-8.67792320251465,-9.41322708129883,0,3,4,1.320133
-17.0499038696289,5.58526182174683,0,0,0,-8.26996
-8.44162178039551,13.8063869476318,1,2,2,-4.019863
-2.25666427612305,-10.5467071533203,0,3,4,-2.089865
5.65408277511597,-0.617842674255371,1,2,2,-1.879865
-2.01993751525879,-2.2147388458252,1,2,2,-1.779865
-8.49774551391602,-8.11226654052734,1,3,4,-3.199864
14.1732864379883,7.29470252990723,-1,0,0,-10
-16.9729194641113,-13.6869945526123,-1,0,0,-10
-19.4799842834473,10.5469551086426,-1,0,0,-10
15.6628751754761,-1.09736156463623,1,2,2,-2.859864
-12.5823631286621,-10.2911701202393,-1,0,0,-10
-8.03366661071777,6.04330968856812,1,2,2,-2.049865
10.8670072555542,-2.99874305725098,1,2,2,-2.829864
7.99242544174194,-0.701679229736328,1,2,2,-0.1698664
0.294099807739258,14.4024524688721,0,0,0,-9.99
10.0395822525024,-11.2268333435059,0,3,0,-7.899952
15.8157529830933,6.08461475372314,1,3,4,-1.469865
17.0333061218262,0.501252174377441,0,0,0,-7.949953
0.0870761871337891,1.70112228393555,-1,0,0,-10
4.9597487449646,0.509514808654785,-1,0,0,-10
-11.2850646972656,6.31561231613159,1,2,2,-0.1198664
-16.8216514587402,6.66466236114502,-1,0,0,-10
13.2264204025269,7.27476978302002,-1,0,0,-10
18.2517585754395,11.8525829315186,-1,0,0,-10
-10.3114185333252,9.80083656311035,1,2,2,-3.989863
-15.6559791564941,13.8173389434814,-1,0,0,-10
18.2832069396973,7.45596122741699,-1,0,0,-10
17.3440628051758,2.90391540527344,0,0,0,-8.079956
14.0448913574219,11.9039249420166,-1,0,0,-10
13.9309501647949,-8.98514747619629,-1,0,0,-10
-13.366494178772,-3.12451171875,1,3,4,-2.829864
5.16866397857666,-5.7637939453125,1,3,4,-2.669864
7.54346990585327,7.47345066070557,1,2,2,-2.369864
11.5035514831543,-0.111164093017578,0,2,0,-8.099957
0.916128158569336,-11.3945045471191,1,3,4,-3.419863
9.8648624420166,-0.877025604248047,1,2,2,-3.079864
10.0103950500488,6.30011129379272,1,2,2,1.240133
16.1335258483887,-9.58278274536133,-1,0,0,-10
-6.76651906967163,-2.76223516464233,0,3,0,-7.989954
-5.82560729980469,0.660647392272949,-1,0,0,-10
-2.18933868408203,-9.90197944641113,1,3,4,-3.559863
-4.81682777404785,7.67161703109741,1,2,2,-3.389863
14.348593711853,-1.81407499313354,0,0,0,-8.119957
-6.48848009109497,-14.1377468109131,-1,0,0,-10
16.9717025756836,-4.43087196350098,1,2,2,-2.349864
11.9290065765381,-6.05313682556152,0,3,0,-7.089933
8.27143096923828,10.6254692077637,-1,0,0,-10
13.2700424194336,-7.42215919494629,-1,0,0,-10
15.9679527282715,7.14857959747314,-1,0,0,-10
18.2716941833496,-2.4510498046875,0,0,0,-8.719971
0.726425170898438,-9.98674011230469,-1,0,0,-10
7.63665294647217,6.96956539154053,1,2,2,-3.089864
19.3182373046875,2.58308982849121,1,2,2,0.2901336
-8.94013214111328,-1.08326721191406,0,3,0,-7.569944
-0.679742813110352,0.822639465332031,-1,0,0,-10
4.47045516967773,12.0536327362061,1,2,2,0.4401334
-15.7043304443359,3.02661371231079,0,0,0,-8.189959
7.589026927948,-10.5524826049805,1,3,4,-2.409864
-18.9164047241211,8.15645027160645,-1,0,0,-10
14.3588819503784,-2.26663970947266,0,0,0,1.500132
-7.11746549606323,-6.6091685295105,1,3,4,-2.979864
10.7734432220459,-1.54774522781372,1,2,2,-1.829865
0.288686752319336,10.7850332260132,1,2,2,-1.419865
7.24550533294678,-9.3618278503418,0,0,0,-8.549967
2.43300628662109,-0.929721832275391,1,2,2,-3.249864
-19.0973777770996,-2.19462919235229,1,3,4,-0.8298659
17.6445465087891,-2.93821334838867,1,2,2,-2.119865
-8.07052421569824,8.40926933288574,1,2,2,-3.969863
4.77112579345703,-1.25466537475586,1,3,4,-3.249864
9.35271453857422,-8.68305206298828,0,0,0,-8.999977
-13.1643257141113,6.91502666473389,-1,0,0,-10
-12.3332786560059,-12.4968814849854,-1,0,0,-10
10.0862369537354,4.69549131393433,1,3,4,-1.829865
-14.6919708251953,-2.48883247375488,1,3,4,-2.319865
-9.77699279785156,6.98864507675171,1,2,2,-2.619864
-0.238960266113281,9.19599533081055,1,2,2,-2.669864
10.6886558532715,-0.069737434387207,1,2,2,-2.359864
-1.63238334655762,-0.744391441345215,1,2,2,-2.309865
3.41617012023926,-1.19361400604248,1,3,4,-1.989865
9.48226833343506,-3.13084173202515,1,2,2,-2.629864
3.86779403686523,10.5381603240967,1,2,2,-2.509864
12.8436164855957,-0.523578643798828,1,2,2,-3.079864
6.54913997650146,6.42774200439453,1,2,2,-3.119864
8.8376293182373,-5.60599565505981,0,0,0,-8.839973
-5.34817504882813,5.12108135223389,-1,0,0,-10
-14.4980125427246,-7.45741701126099,-1,0,0,-10
16.506031036377,12.8141670227051,-1,0,0,-10
13.1647911071777,-9.95707130432129,-1,0,0,-10
-1.70035362243652,-12.7916584014893,1,3,4,-3.159864
-4.65178680419922,-4.78179550170898,1,3,4,-2.279865
-10.761100769043,4.86897802352905,1,2,2,-0.729866
-14.3685064315796,9.39817047119141,-1,0,0,-10
-10.1932277679443,8.93202304840088,1,2,2,-3.599863
-8.48649024963379,11.332239151001,1,2,2,-3.809863
5.23064613342285,14.3455867767334,0,0,0,-8.439964
7.72036123275757,12.1523914337158,0,2,0,-8.829973
7.62138509750366,-2.03972816467285,1,2,2,-2.239865
13.1350030899048,6.32553815841675,1,3,4,-1.869865
-2.86291885375977,-5.16417503356934,1,3,4,-3.249864
15.2089576721191,-6.66726493835449,-1,0,0,-10
2.62533760070801,0.523221969604492,0,2,0,-1.419865
14.1439237594604,9.14710426330566,-1,0,0,-10
8.9287109375,-5.35813760757446,1,3,4,-2.299865
15.5533256530762,-0.302536964416504,1,2,2,-3.019864
19.1386528015137,-3.97752952575684,1,2,2,-3.029864
16.4612331390381,-2.80930662155151,1,2,2,-2.769864
-19.4285888671875,10.5358581542969,-1,0,0,-10
-7.86411142349243,0.76862621307373,1,2,2,0.3001336
-4.22727203369141,-9.3831672668457,1,3,4,-2.929864
2.95329475402832,7.75245666503906,1,2,2,-2.379864
8.09489822387695,6.45863485336304,1,2,2,-0.9698658
0.762079238891602,9.65242195129395,0,3,4,-1.479865
2.58913421630859,4.76594305038452,1,3,4,-2.059865
8.91376399993896,-5.07733011245728,1,3,4,-2.649864
6.7314887046814,0.0241565704345703,1,2,2,-0.2798665
-13.8312759399414,-9.89708137512207,-1,0,0,-10
-13.7197532653809,2.37363243103027,1,3,4,-2.339864
9.98978996276855,9.27106857299805,1,3,4,-1.449865
